city,idx,name,img,w,h,ratio,bytes,page,credit,reason
istanbul,4,Grand Bazaar,images/landmarks/istanbul-grand-bazaar.webp,1067,1600,0.667,406194,https://commons.wikimedia.org/wiki/File:Istanbul_asv2021-11_img41_Grand_Bazaar.jpg,,tall-portrait
jeddah,0,King Fahd's Fountain,images/landmarks/jeddah-king-fahds-fountain.webp,1067,1600,0.667,27448,https://commons.wikimedia.org/wiki/File:King_Fahd’s_Fountain.jpg,,tall-portrait
konstanz,1,Imperia Statue,images/landmarks/konstanz-imperia-statue.webp,1067,1600,0.667,80468,"https://commons.wikimedia.org/wiki/File:Imperia_Statue,_Konstanz,_Germany,_20250502_1834_8716.jpg",,tall-portrait
la-paz,1,Mi Teleférico,images/landmarks/la-paz-mi-teleferico.webp,1067,1600,0.667,332224,"https://commons.wikimedia.org/wiki/File:Mi_Telef%C3%A9rico,_La_Paz,_Bolivia.jpg",,tall-portrait
leipzig,0,Völkerschlachtdenkmal (Monument to the Battle of the Nations),images/landmarks/leipzig-volkerschlachtdenkmal.webp,1067,1600,0.667,121654,https://en.wikipedia.org/wiki/Monument_to_the_Battle_of_the_Nations,,tall-portrait
leipzig,2,St. Nicholas Church (Nikolaikirche),images/landmarks/leipzig-nikolaikirche.webp,1067,1600,0.667,239034,"https://en.wikipedia.org/wiki/St._Nicholas_Church,_Leipzig",,tall-portrait
libreville,1,Hassan II Mosque,images/landmarks/libreville-hassan-ii-mosque.webp,1067,1600,0.667,288108,"https://commons.wikimedia.org/wiki/File:The_Hassan_II_Mosque_in_Libreville,_Gabon_-_2023.jpg",,tall-portrait
libreville,2,Léon Mba Memorial,images/landmarks/libreville-leon-mba-memorial.webp,1067,1600,0.667,348694,"https://commons.wikimedia.org/wiki/File:The_Leon_Mba_Memorial_-_Libreville,_Gabon_-_2023.jpg",,tall-portrait
libreville,8,Presidential Palace of Gabon,images/landmarks/libreville-presidential-palace-of-gabon.webp,1067,1600,0.667,356412,"https://commons.wikimedia.org/wiki/File:The_Hassan_II_Mosque_in_Libreville,_Gabon_-_2023.jpg",,tall-portrait
ljubljana,9,Metelkova Mesto,images/landmarks/ljubljana-metelkova-mesto.webp,1067,1600,0.667,390866,https://commons.wikimedia.org/wiki/File:Metelkova_mesto1.jpg,,tall-portrait
london,0,Big Ben (Elizabeth Tower),images/landmarks/london-big-ben.webp,1067,1600,0.667,171488,"https://commons.wikimedia.org/wiki/File:Elizabeth_Tower,_June_2022.jpg",,tall-portrait
longyearbyen,0,Svalbard Global Seed Vault,images/landmarks/longyearbyen-seed-vault.webp,1067,1600,0.667,84028,https://commons.wikimedia.org/wiki/File:Svalbard_Global_Seed_Vault_april2017.jpg,,tall-portrait
los-angeles,1,Griffith Observatory,images/landmarks/los-angeles-griffith-observatory.webp,1067,1600,0.667,347740,"https://commons.wikimedia.org/wiki/File:Griffith_Observatory,_Los_Angeles_2015-07-19.jpg",,tall-portrait
madrid,4,Gran Via,images/landmarks/madrid-gran-via.webp,1067,1600,0.667,227762,https://commons.wikimedia.org/wiki/File:Gran_Vía_-_01.jpg,,tall-portrait
madrid,7,Almudena Cathedral,images/landmarks/madrid-almudena-cathedral.webp,1067,1600,0.667,226524,https://commons.wikimedia.org/wiki/File:Catedral_de_la_Almudena_-_130826_211731.jpg,,tall-portrait
madurai,0,Meenakshi Amman Temple,images/landmarks/madurai-meenakshi-amman-temple.webp,1067,1600,0.667,472430,https://commons.wikimedia.org/wiki/File:MEENAKSHI_TEMPLE-_WEST_TOWER.jpg,,tall-portrait
malaga,5,Calle Marqués de Larios,images/landmarks/malaga-calle-marques-de-larios.webp,1067,1600,0.667,218178,"https://commons.wikimedia.org/wiki/File:Calle_Marques_de_Larios,_M%C3%A1laga.jpg",,tall-portrait
merida,4,Gran Museo del Mundo Maya,images/landmarks/merida-gran-museo-del-mundo-maya.webp,1067,1600,0.667,148918,https://commons.wikimedia.org/wiki/File:Gran_Museo_del_Mundo_Maya_-_Dic_2018_01.jpg,,tall-portrait
merida,5,Palacio Cantón,images/landmarks/merida-palacio-canton.webp,1067,1600,0.667,129824,https://commons.wikimedia.org/wiki/File:Palacio_Canton_Merida_Yucatan_2016_Exhibits_15.jpg,,tall-portrait
mexico-city,7,Torre Latinoamericana,images/landmarks/mexico-city-torre-latinoamericana.webp,1067,1600,0.667,179220,https://commons.wikimedia.org/wiki/File:Mexico_df_-_Torre_Latinoamerica.jpg,,tall-portrait
nadi,0,Sri Siva Subramaniya Temple,images/landmarks/nadi-sri-siva-subramaniya-temple.webp,1067,1600,0.667,218692,"https://commons.wikimedia.org/wiki/File:Sri_Siva_Subramaniya_Swami_Temple_-_Nadi,_Fiji.jpg",,tall-portrait
nagano,1,Jigokudani Snow Monkey Park,images/landmarks/nagano-jigokudani-snow-monkey-park.webp,1067,1600,0.667,126324,https://commons.wikimedia.org/wiki/File:Snow_Monkey_at_Jigokudani_Monkey_Park.jpg,,tall-portrait
nagasaki,1,Nagasaki Peace Park,images/landmarks/nagasaki-peace-park.webp,1067,1600,0.667,400806,https://commons.wikimedia.org/wiki/File:20190202_Nagasaki_Peace_Park_Peace_Statue-1.jpg,,tall-portrait
nanjing,3,Nanjing Massacre Memorial Hall,images/landmarks/nanjing-massacre-memorial-hall.webp,1067,1600,0.667,190736,https://commons.wikimedia.org/wiki/File:Nanjing_Massacre_Memorial_(10151828983).jpg,,tall-portrait
new-york,3,Central Park,images/landmarks/new-york-central-park.webp,1067,1600,0.667,454044,"https://commons.wikimedia.org/wiki/File:New_York_City_(New_York,_USA),_Central_Park_--_2012_--_6732.jpg",,tall-portrait
rhodes,5,Kahal Shalom Synagogue,images/landmarks/rhodes-kahal-shalom-synagogue.webp,1067,1600,0.667,312324,https://commons.wikimedia.org/wiki/File:Kahal_Shalom_Synagogue_entrance_2010.jpg,,tall-portrait
skopje,3,Old Bazaar (Stara Čaršija),images/landmarks/skopje-old-bazaar.webp,1067,1600,0.667,195424,"https://commons.wikimedia.org/wiki/File:Old_Bazaar,_Skopje_2018.jpg",,tall-portrait
split,5,Grgur Ninski Statue (Gregory of Nin),images/landmarks/split-grgur-ninski-statue.webp,1067,1600,0.667,290460,"https://commons.wikimedia.org/wiki/File:Gregory_of_Nin_statue_in_Split,_Croatia_(48693918937).jpg",,tall-portrait
split,9,Klis Fortress,images/landmarks/split-klis-fortress.webp,1067,1600,0.667,244596,https://commons.wikimedia.org/wiki/File:Fortress_of_Klis_02.jpg,,tall-portrait
tarragona,4,Passeig Arqueològic (Roman Walls),images/landmarks/tarragona-passeig-arqueologic-roman-walls.webp,1067,1600,0.667,337820,"https://commons.wikimedia.org/wiki/File:Muralla_romana,_Passeig_Arqueol%C3%B2gic,_05,_torre.jpg",,tall-portrait
thessaloniki,7,Aristotelous Square,images/landmarks/thessaloniki-aristotelous-square.webp,1067,1600,0.667,154120,https://commons.wikimedia.org/wiki/File:Thessaloniki_Aristotelous_Square_from_Mitropoleous_up.jpg,,tall-portrait
tokyo,8,teamLab Planets TOKYO,images/landmarks/tokyo-teamlab-planets.webp,1067,1600,0.667,256148,https://commons.wikimedia.org/wiki/File:At_teamLab_Planets_(48277798316).jpg,,tall-portrait
toronto,5,Toronto City Hall,images/landmarks/toronto-toronto-city-hall.webp,1067,1600,0.667,181332,"https://commons.wikimedia.org/wiki/File:City_Hall_-_Toronto,_Ontario,_Canada_-_October_16,_2023_01.jpg",,tall-portrait
toulouse,8,Canal du Midi,images/landmarks/toulouse-canal-du-midi.webp,1067,1600,0.667,309542,https://commons.wikimedia.org/wiki/File:J20_696_Canal_du_Midi.jpg,,tall-portrait
trier,2,Liebfrauenkirche (Church of Our Lady),images/landmarks/trier-liebfrauenkirche.webp,1067,1600,0.667,270442,"https://commons.wikimedia.org/wiki/File:Trier,_Liebfrauenkirche_--_2015_--_6137.jpg",,tall-portrait
trinidad,8,Cerro de la Vigía and Ermita de la Popa,images/landmarks/trinidad-cerro-de-la-vigia.webp,1067,1600,0.667,304572,https://commons.wikimedia.org/wiki/File:Ermita_de_la_Popa_-_Trinidad_-_01.jpg,,tall-portrait
turku,4,Forum Marinum and Museum Ships,images/landmarks/turku-forum-marinum.webp,1067,1600,0.667,147510,https://commons.wikimedia.org/wiki/File:Turku_-_Forum_Marinum_-_Suomen_Joutsen_01.jpg,,tall-portrait
yangon,2,Botataung Pagoda,images/landmarks/yangon-botataung-pagoda.webp,1067,1600,0.667,198586,https://commons.wikimedia.org/wiki/File:Botataung_Pagoda_stupa_with_flags_Yangon_Myanmar.jpg,,tall-portrait
yaounde,0,Notre-Dame des Victoires Cathedral,images/landmarks/yaounde-notre-dame-des-victoires-cathedral.webp,1067,1600,0.667,373028,https://commons.wikimedia.org/wiki/File:Cathédrale_Notre_Dame_de_Victoire_de_Yaoundé-01.jpg,,tall-portrait
yogyakarta,7,Tugu Yogyakarta,images/landmarks/yogyakarta-tugu-yogyakarta.webp,1067,1600,0.667,226828,https://commons.wikimedia.org/wiki/File:Yogyakarta_Indonesia_Tugu-Yogyakarta-01.jpg,,tall-portrait
yokohama,1,Cosmo Clock 21 (Ferris Wheel),images/landmarks/yokohama-cosmo-clock-21.webp,1067,1600,0.667,89720,https://commons.wikimedia.org/wiki/File:Cosmo_clock_21_ferris_wheel_yokohama.jpg,,tall-portrait
zagreb,0,St. Mark's Church,images/landmarks/zagreb-st-marks-church.webp,1067,1600,0.667,155672,"https://commons.wikimedia.org/wiki/File:St._Mark's_Church,_Zagreb_04.jpg",,tall-portrait
barcelona,8,La Rambla,images/landmarks/barcelona-la-rambla.webp,1068,1600,0.667,432188,https://commons.wikimedia.org/wiki/File:02006_44570082_La_Rambla_From_The_Cable_Car.jpg,,tall-portrait
bologna,4,Portico di San Luca,images/landmarks/bologna-portico-di-san-luca.webp,1068,1600,0.667,127330,"https://commons.wikimedia.org/wiki/File:Arcade_of_Sanctuary_of_the_Madonna_di_San_Luca,_Bologna,_Italy.jpg",,tall-portrait
copenhagen,0,The Little Mermaid statue,images/landmarks/copenhagen-the-little-mermaid-statue.webp,1068,1600,0.667,211892,https://en.wikipedia.org/wiki/File:Copenhagen_-_the_little_mermaid_statue_-_2013.jpg,,tall-portrait
erbil,2,Mudhafaria Minaret (Choli Minaret),images/landmarks/erbil-mudhafaria-minaret.webp,1068,1600,0.667,250334,"https://commons.wikimedia.org/wiki/File:Mudhafaria_Minaret,_Minaret_Park,_Erbil.jpg",,tall-portrait
heidelberg,4,Church of the Holy Spirit (Heiliggeistkirche),images/landmarks/heidelberg-church-of-the-holy-spirit.webp,1068,1600,0.667,271222,https://commons.wikimedia.org/wiki/File:20230315_Heiliggeistkirche_Heidelberg_01.jpg,,tall-portrait
innsbruck,4,Hofkirche (Court Church),images/landmarks/innsbruck-hofkirche.webp,1068,1600,0.667,318606,https://commons.wikimedia.org/wiki/File:20240225_Hofkirche_Innsbruck.jpg,,tall-portrait
lausanne,3,Place de la Palud,images/landmarks/lausanne-place-de-la-palud.webp,1068,1600,0.667,236206,https://commons.wikimedia.org/wiki/File:Lausanne_Palud_Justice_(1).jpg,,tall-portrait
leipzig,3,Old Town Hall and Markt,images/landmarks/leipzig-altes-rathaus.webp,1068,1600,0.667,152128,https://commons.wikimedia.org/wiki/File:20200912_Altes_Rathaus_Leipzig_02.jpg,,tall-portrait
minneapolis,7,Weisman Art Museum,images/landmarks/minneapolis-weisman-art-museum.webp,1068,1600,0.667,177064,"https://commons.wikimedia.org/wiki/File:Frank_Gehry_-_Minneapolis,_MN_-_Weisman_Art_Museum_(A).jpg",,tall-portrait
munich,3,Englischer Garten (English Garden),images/landmarks/munich-englischer-garten.webp,1068,1600,0.667,308208,"https://commons.wikimedia.org/wiki/File:Monopteros,_Englischer_Garten,_Munich,_20251110_0846_6048.jpg",,tall-portrait
osaka,9,Abeno Harukas,images/landmarks/osaka-abeno-harukas.webp,1068,1600,0.667,201138,https://commons.wikimedia.org/wiki/File:Abeno_Harukas_Osaka_Japan01-r.jpg,,tall-portrait
ponce,3,Museo de Arte de Ponce,images/landmarks/ponce-museo-de-arte-de-ponce.webp,1068,1600,0.667,92534,https://commons.wikimedia.org/wiki/File:Museo_de_Arte_de_Ponce_3360.jpg,,tall-portrait
port-louis,5,Port Louis Central Market,images/landmarks/port-louis-central-market.webp,1068,1600,0.667,315992,https://commons.wikimedia.org/wiki/File:Mauritius_-_Port_Louis_(Central_Market)_(17118303459).jpg,,tall-portrait
salerno,4,Via dei Mercanti,images/landmarks/salerno-via-dei-mercanti.webp,1200,1800,0.667,222868,"https://commons.wikimedia.org/wiki/File:Via_dei_Mercanti,_Salerno,_Italy_-_May_2010_(28).jpg",Mercy / CC BY-SA 3.0,tall-portrait
aix-en-provence,9,Thermes Sextius,images/landmarks/aix-en-provence-thermes-sextius.webp,1280,1920,0.667,239128,https://commons.wikimedia.org/wiki/File:Aix-en-Provence_Thermes_Sextius_1_20061227.jpg,,tall-portrait
fenghuang,5,Former Residence of Shen Congwen,images/landmarks/fenghuang-former-residence-of-shen-congwen.webp,400,599,0.668,30262,https://en.wikipedia.org/wiki/Shen_Congwen,,low-res+tall-portrait
sana-a,1,Great Mosque of Sana'a,images/landmarks/sanaa-great-mosque-of-sanaa.webp,684,1024,0.668,85920,https://commons.wikimedia.org/wiki/File:Old_City%2C_Sana%27a%2C_Yemen_%2815335600470%29.jpg,,low-res+tall-portrait
nimes,7,Cathédrale Notre-Dame-et-Saint-Castor,images/landmarks/nimes-cathedrale-notre-dame-saint-castor.webp,1069,1600,0.668,275802,https://commons.wikimedia.org/wiki/File:Exterior_of_the_Cathedral_of_Nimes_(7).jpg,,tall-portrait
charleston,5,St. Michael's Church,images/landmarks/charleston-st-michaels-church.webp,685,1024,0.669,54448,"https://commons.wikimedia.org/wiki/File:St._Michael%27s_Episcopal_Church_(Charleston,_South_Carolina)_02.JPG",,low-res+tall-portrait
sa-pa,5,Thac Bac (Silver Waterfall),images/landmarks/sa-pa-thac-bac-silver-waterfall.webp,685,1024,0.669,170958,https://commons.wikimedia.org/wiki/File:Th%C3%A1c_B%E1%BA%A1c.jpg,,low-res+tall-portrait
velikiy-novgorod,8,Kokui Tower,images/landmarks/velikiy-novgorod-kokui-tower.webp,771,1152,0.669,114742,https://commons.wikimedia.org/wiki/File:Velikiy_Novgorod_Detinets_Kokui_02.jpg,,low-res+tall-portrait
anchorage,5,Ship Creek,images/landmarks/anchorage-ship-creek.webp,1070,1600,0.669,213064,https://commons.wikimedia.org/wiki/File:Ship_Creek_Fishing_-_Anchorage.jpg,,tall-portrait
dublin,9,Spire of Dublin,images/landmarks/dublin-spire-of-dublin.webp,1070,1600,0.669,136416,https://commons.wikimedia.org/wiki/File:E4324-Spire-of-Dublin.jpg,,tall-portrait
iquitos,4,Iglesia Matriz de Iquitos (San Juan Bautista),images/landmarks/iquitos-iglesia-matriz-de-iquitos-san-juan-bautista.webp,1070,1600,0.669,117054,https://commons.wikimedia.org/wiki/File:Iglesia_Matriz_de_Iquitos.jpg,,tall-portrait
kazan,3,Bauman Street,images/landmarks/kazan-bauman-street.webp,1070,1600,0.669,346308,https://commons.wikimedia.org/wiki/File:Baumana_Street_Kazan_Russia_2009_sept_06.jpg,,tall-portrait
salvador,4,Igreja do Bonfim (Church of Nosso Senhor do Bonfim),images/landmarks/salvador-igreja-do-bonfim.webp,1070,1600,0.669,262220,"https://commons.wikimedia.org/wiki/File:Bonfim_Church,_Salvador_20150720-DSC05483.JPG",,tall-portrait
alesund,1,Art Nouveau Town Centre (Jugendstil district),images/landmarks/alesund-art-nouveau-town-centre.webp,1071,1600,0.669,160860,https://commons.wikimedia.org/wiki/File:Alesund_Kongensgate_12.jpg,,tall-portrait
boston,4,Bunker Hill Monument,images/landmarks/boston-bunker-hill-monument.webp,1071,1600,0.669,191350,https://en.wikipedia.org/wiki/Bunker_Hill_Monument,,tall-portrait
dusseldorf,7,Basilika St. Lambertus,images/landmarks/dusseldorf-basilika-st-lambertus.webp,1071,1600,0.669,175510,https://commons.wikimedia.org/wiki/File:St._Lambertus_Düsseldorf.jpg,,tall-portrait
el-calafate,6,Estancia Cristina,images/landmarks/el-calafate-estancia-cristina.webp,1071,1600,0.669,412128,https://commons.wikimedia.org/wiki/File:El_Calafate_-_Iglesita_en_estancia_Cristina.jpg,,tall-portrait
halifax,8,St. Paul's Church,images/landmarks/halifax-st-pauls-church.webp,1071,1600,0.669,324990,https://commons.wikimedia.org/wiki/File:Halifax_-_NS_-_St._Paul%E2%80%99s_Church.jpg,,tall-portrait
knysna,8,Knysna Elephant Park,images/landmarks/knysna-knysna-elephant-park.webp,1071,1600,0.669,540622,https://commons.wikimedia.org/wiki/File:Elephants_in_Knysna_-_panoramio.jpg,,tall-portrait
macau,1,Senado Square (Largo do Senado),images/landmarks/macau-senado-square.webp,1071,1600,0.669,155374,"https://commons.wikimedia.org/wiki/File:Senado_Square,_Macau_-_20101117.jpg",,tall-portrait
mingora,4,Jehanabad Buddha,images/landmarks/mingora-jehanabad-buddha.webp,1071,1600,0.669,228130,https://commons.wikimedia.org/wiki/File:Jahanabad_Buddha_Statue_(6).jpg,,tall-portrait
montevideo,1,Palacio Salvo,images/landmarks/montevideo-palacio-salvo.webp,1071,1600,0.669,139858,https://commons.wikimedia.org/wiki/File:Montevideo_Palacio_Salvo-20110506-RM-114438.jpg,,tall-portrait
portland,1,Portlandia Statue,images/landmarks/portland-portlandia-statue.webp,1071,1600,0.669,293550,"https://commons.wikimedia.org/wiki/File:Portlandia_Statue,_Portland_-_DPLA_-_fbf0ce94cb74678c246a445f38d9d6ba.jpg",,tall-portrait
salzburg,2,Salzburg Cathedral (Salzburger Dom),images/landmarks/salzburg-salzburg-cathedral.webp,1071,1600,0.669,165818,https://commons.wikimedia.org/wiki/File:Salzburg_Cathedral_1.jpg,,tall-portrait
sigiriya,7,Dambulla Cave Temple,images/landmarks/sigiriya-dambulla-cave-temple.webp,1071,1600,0.669,301488,https://commons.wikimedia.org/wiki/File:Buddha_Dambulla_2.jpg,,tall-portrait
sukhothai,1,Wat Si Chum,images/landmarks/sukhothai-wat-si-chum.webp,1071,1600,0.669,269864,https://commons.wikimedia.org/wiki/File:Wat_Si_Chum_Sukhothai_Thailand.jpg,,tall-portrait
tampa,4,Tampa Theatre,images/landmarks/tampa-tampa-theatre.webp,1071,1600,0.669,112610,https://commons.wikimedia.org/wiki/File:Tampa_Theatre_2013.jpg,,tall-portrait
vladimir,5,Old Vladimir Museum (Water Tower),images/landmarks/vladimir-water-tower-museum.webp,1071,1600,0.669,203096,"https://commons.wikimedia.org/wiki/File:Водонапорная,_ныне_Смотровая_башня.jpg",,tall-portrait
zacatecas,3,Teleférico de Zacatecas,images/landmarks/zacatecas-teleferico.webp,1071,1600,0.669,111814,https://commons.wikimedia.org/wiki/File:Teleférico_de_Zacatecas.jpg,,tall-portrait
ha-long,8,Long Tien Pagoda,images/landmarks/ha-long-long-tien-pagoda.webp,1280,1912,0.669,194880,https://en.wikipedia.org/wiki/%C4%90%E1%BB%8Di_S%C6%A1n_Pagoda,,tall-portrait
dunedin,2,Taiaroa Head and the Royal Albatross Centre,images/landmarks/dunedin-taiaroa-head-and-the-royal-albatross-centre.webp,1072,1600,0.67,413910,https://commons.wikimedia.org/wiki/File:Taiaroa_Head_2.jpg,,tall-portrait
rabat,1,Mausoleum of Mohammed V,images/landmarks/rabat-mausoleum-mohammed-v.webp,1073,1600,0.671,367398,"https://commons.wikimedia.org/wiki/File:Honor_guard_at_Mausoleum_of_Mohammed_V,_Rabat,_Morocco.jpg",,tall-portrait
pokhara,2,Sarangkot,images/landmarks/pokhara-sarangkot.webp,1074,1600,0.671,186462,https://commons.wikimedia.org/wiki/File:Sarangkot_Pokhara.jpg,,tall-portrait
naples,5,Spaccanapoli,images/landmarks/naples-spaccanapoli.webp,1075,1600,0.672,369130,https://commons.wikimedia.org/wiki/File:Naples_spaccanapoli.JPG,,tall-portrait
moscow,5,Spasskaya Tower,images/landmarks/moscow-spasskaya-tower.webp,1076,1600,0.672,172324,https://commons.wikimedia.org/wiki/File:Moscow_-_2025_-_Spasskaya_Tower.jpg,,tall-portrait
ostrava,5,Masaryk Square (Masarykovo náměstí),images/landmarks/ostrava-masaryk-square.webp,1076,1600,0.672,157106,"https://commons.wikimedia.org/wiki/File:Ostrava,_Masarykovo_n%C3%A1m%C4%9Bst%C3%AD_2.JPG",,tall-portrait
annecy,7,Cathedrale Saint-Pierre,images/landmarks/annecy-cathedrale-saint-pierre.webp,1200,1784,0.673,275088,https://commons.wikimedia.org/wiki/File:Saint_Peter_cathedral_in_Annecy_04.jpg,Krzysztof Golik / CC BY-SA 4.0,tall-portrait
nablus,5,Great Mosque of Nablus,images/landmarks/nablus-great-mosque.webp,422,626,0.674,26998,https://commons.wikimedia.org/wiki/File:Nablus_Great_Mosque.jpg,,low-res+tall-portrait
houston,3,Gerald D. Hines Waterwall Park,images/landmarks/houston-gerald-d-hines-waterwall-park.webp,1078,1600,0.674,382980,https://commons.wikimedia.org/wiki/File:Gerald_D._Hines_Waterwall_Park.jpg,,tall-portrait
krakow,4,St. Mary's Basilica,images/landmarks/krakow-st-marys-basilica.webp,1079,1600,0.674,163160,https://commons.wikimedia.org/wiki/File:Krakow_-_Kosciol_Mariacki.jpg,,tall-portrait
new-york,8,Rockefeller Center,images/landmarks/new-york-rockefeller-center.webp,1079,1600,0.674,372906,"https://commons.wikimedia.org/wiki/File:New_York_City_(New_York,_USA),_Rockefeller_Center_--_2012_--_6413.jpg",,tall-portrait
sarajevo,1,Baščaršija,images/landmarks/sarajevo-bascarsija.webp,1079,1600,0.674,221696,https://commons.wikimedia.org/wiki/File:Sarajevo_-_view_from_Ba%C5%A1%C4%8Dar%C5%A1ija.JPG,,tall-portrait
