City,Column,Old,New
Victoria,Hood 3 Mid-range Hotel,L'Escale Resort Marina & Spa,Eden Bleu Hotel
Victoria,Hood 3 Budget Hotel,Eden Island Luxury Accommodation (EILA),
Victoria,Hood 4 High-end Hotel,Auberge Louis XVII,Hilton Seychelles Northolme Resort & Spa
Victoria,Hood 4 Mid-range Hotel,Sunset Beach Hotel,Treasure Cove Hotel
Victoria,Hood 4 Budget Hotel,Hilton Seychelles Northolme Resort & Spa,Carana Hilltop Villa
Victoria,Hood 5 High-end Hotel,Le Relax Hotel & Restaurant,"Laïla, Seychelles, a Tribute Portfolio Resort"
Victoria,Hood 5 Mid-range Hotel,Anse Soleil Beachcomber,Le Relax Hotel & Restaurant
Victoria,Hood 5 Budget Hotel,Villa Chez Batista,La Villa Therese Holiday Apartments
Victoria,Food 1 Photo File,,images/food/grilled-fish-with-creole-sauce.webp
Victoria,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:CreoleFood.jpg
Victoria,Food 2 Photo File,,images/food/octopus-curry.webp
Victoria,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Octopuses_in_Tsukiji.JPG
Victoria,Food 3 Photo File,,images/food/ladob.webp
Victoria,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Artocarpus_altilis_%28fruit%29.jpg
Victoria,Food 4 Photo File,,images/food/breadfruit.webp
Victoria,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Artocarpus_altilis_%28fruit%29.jpg
Victoria,Food 5 Photo File,,images/food/shark-chutney.webp
Victoria,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:SeychellesSharkChutney.JPG
Victoria,Food 6 Photo File,,images/food/creole-tuna.webp
Victoria,Food 6 Photo Credit,,https://www.flickr.com/photos/10710442@N08/4622293212
Victoria,Food 7 Photo File,,images/food/takamaka-rum.webp
Victoria,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Rum_display_in_liquor_store.jpg
Victoria,Food 8 Photo File,,images/food/seybrew.webp
Victoria,Food 8 Photo Credit,,https://www.rawpixel.com/image/6113500/photo-image-public-domain-glass-free
Victoria Falls,Food 1 Photo File,,images/food/sadza-with-game-meat.webp
Victoria Falls,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ugali_%26_Sukuma_Wiki.jpg
Victoria Falls,Food 2 Photo File,,images/food/nyama-choma-braai.webp
Victoria Falls,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Goat_meat_being_roasted.jpg
Victoria Falls,Food 4 Photo File,,images/food/biltong.webp
Victoria Falls,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sliced_Biltong.jpg
Victoria Falls,Food 5 Photo File,,images/food/zambezi-bream.webp
Victoria Falls,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pharyngochromis_acuticeps.jpg
Victoria Falls,Food 8 Photo File,,images/food/maheu.webp
Victoria Falls,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Nshima_and_Beef_Relish_from_Proteas_Hotel%2C_Chingola%2C_Zambia.jpg
Vienna,Hood 1 Mid-range Hotel,Hotel Am Stephansplatz,Boutique Hotel am Stephansplatz
Vienna,Hood 1 Budget Hotel,Wombats City Hostel Vienna Naschmarkt,Motel One Wien Staatsoper
Vienna,Hood 3 High-end Hotel,Hotel Motto Wien,Hotel Motto
Vienna,Hood 3 Mid-range Hotel,Hotel Kummer,Jaz in the City Vienna
Vienna,Hood 3 Budget Hotel,Hostel Ruthensteiner Vienna,Leonardo Hotel Vienna Westbahnhof
Vienna,Hood 4 High-end Hotel,25hours Hotel Vienna,Hotel Sans Souci Vienna
Vienna,Hood 4 Mid-range Hotel,Hotel Am Brillantengrund,25hours Hotel Vienna
Vienna,Hood 4 Budget Hotel,Westend City Hostel Vienna,Hotel Kaffeemühle
Vienna,Hood 5 Budget Hotel,a and o Wien Hauptbahnhof,Austria Trend Hotel Doppio
Vienna,Food 1 Photo Credit,https://commons.wikimedia.org/wiki/File:Wiener-Schnitzel02.jpg%3Futm_source%3Den.wikipedia.org%26utm_campaign%3Dapi%26utm_content%3Doriginal,https://commons.wikimedia.org/wiki/File:Wiener-Schnitzel02.jpg
Vienna,Food 2 Photo Credit,https://commons.wikimedia.org/wiki/File:Sachertorte_DSC03027.JPG%3Futm_source%3Den.wikipedia.org%26utm_campaign%3Dapi%26utm_content%3Doriginal,https://commons.wikimedia.org/wiki/File:Sachertorte_DSC03027.JPG
Vienna,Food 3 Photo Credit,https://commons.wikimedia.org/wiki/File:Strudel.jpg%3Futm_source%3Den.wikipedia.org%26utm_campaign%3Dapi%26utm_content%3Doriginal,https://commons.wikimedia.org/wiki/File:Strudel.jpg
Vienna,Food 4 Photo Credit,https://commons.wikimedia.org/wiki/File:Tafelspitz.jpg%3Futm_source%3Den.wikipedia.org%26utm_campaign%3Dapi%26utm_content%3Doriginal,https://commons.wikimedia.org/wiki/File:Tafelspitz.jpg
Vienna,Food 6 Photo Credit,https://commons.wikimedia.org/wiki/File:2015_0731_Kaiserschmarrn_Apfelso%C3%9Fe_Edelweissh%C3%BCtte_S%C3%B6lden.jpg%3Futm_source%3Den.wikipedia.org%26utm_campaign%3Dapi%26utm_content%3Doriginal,https://commons.wikimedia.org/wiki/File:2015_0731_Kaiserschmarrn_Apfelso%C3%9Fe_Edelweissh%C3%BCtte_S%C3%B6lden.jpg
Vienna,Food 7 Photo Credit,https://commons.wikimedia.org/wiki/File:Wiener_Melange_0363wien_img_9691.jpg%3Futm_source%3Den.wikipedia.org%26utm_campaign%3Dapi%26utm_content%3Doriginal,https://commons.wikimedia.org/wiki/File:Wiener_Melange_0363wien_img_9691.jpg
Vientiane,Hood 1 High-end Hotel,COSI Vientiane Nam Phu,Settha Palace Hotel
Vientiane,Hood 1 Budget Hotel,Settha Palace Hotel,COSI Vientiane Nam Phu
Vientiane,Hood 2 High-end Hotel,Riverside Hotel,Salana Boutique Hotel
Vientiane,Hood 2 Mid-range Hotel,Salana Boutique Hotel,Don Chan Palace Hotel & Convention
Vientiane,Hood 2 Budget Hotel,Don Chan Palace Hotel & Convention,Hotel Beau Rivage Mekong
Vientiane,Hood 3 High-end Hotel,Lunar Hostel,Crowne Plaza Vientiane
Vientiane,Hood 3 Mid-range Hotel,Green Park Boutique Hotel,Douangchan Plaza Hotel
Vientiane,Hood 3 Budget Hotel,Crowne Plaza Vientiane,Demi Cafe & Hostel
Vientiane,Hood 4 High-end Hotel,Le Luxe Boutique Hotel,Muong Thanh Luxury Vientiane Hotel
Vientiane,Hood 4 Mid-range Hotel,S Park Design Hotel,Sky City Hotel
Vientiane,Hood 4 Budget Hotel,Novotel Vientiane,ThatLuang View Hotel
Vientiane,Hood 5 High-end Hotel,Muulao Hostel,Green Park Boutique Hotel
Vientiane,Hood 5 Mid-range Hotel,Ali Grand Hotel,Chaleunxay Hotel
Vientiane,Hood 5 Budget Hotel,Lane Xang Hotel,Athenee Hotel Vientiane
Vientiane,Food 1 Photo File,,images/food/laap.webp
Vientiane,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:LaoFood_LarbNeua.JPG
Vientiane,Food 2 Photo File,,images/food/tam-mak-hoong.webp
Vientiane,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:2013_Tam_Lao.jpg
Vientiane,Food 3 Photo File,,images/food/khao-piak-sen.webp
Vientiane,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Khao_Soi_Northern_Thai_food_%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%8B%E0%B8%AD%E0%B8%A2_%E0%B8%9C%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%AD%E0%B8%87.jpg
Vientiane,Food 4 Photo File,,images/food/ping-kai-and-khao-niaw.webp
Vientiane,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gaiyangtaladdonwai06.jpg
Vientiane,Food 5 Photo File,,images/food/sai-oua.webp
Vientiane,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Naem_khluk.jpg
Vientiane,Food 6 Photo File,,images/food/khao-jee-pate.webp
Vientiane,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png
Vientiane,Food 7 Photo File,,images/food/beerlao.webp
Vientiane,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:BeerLao_LightAndDark.JPG
Vientiane,Food 8 Photo File,,images/food/lao-coffee.webp
Vientiane,Food 8 Photo Credit,,https://www.flickr.com/photos/94173538@N00/1922191014
Vigan,Food 1 Photo File,,images/food/vigan-longganisa.webp
Vigan,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Longaniza.jpg
Vigan,Food 2 Photo File,,images/food/bagnet.webp
Vigan,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:8097Photos_taken_2020_coronavirus_pandemic_Baliuag%2C_Bulacan_10.jpg
Vigan,Food 3 Photo File,,images/food/vigan-empanada.webp
Vigan,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Tapa_de_empanadillitas.JPG
Vigan,Food 4 Photo File,,images/food/sinanglaw.webp
Vigan,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pinapaitan.jpg
Vigan,Food 5 Photo File,,images/food/pinakbet-with-bagnet.webp
Vigan,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:8097Photos_taken_2020_coronavirus_pandemic_Baliuag%2C_Bulacan_10.jpg
Vigan,Food 6 Photo File,,images/food/poqui-poqui-and-dinengdeng.webp
Vigan,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Poqui_poqui_A-2_no._02.jpg
Vigan,Food 7 Photo File,,images/food/basi.webp
Vigan,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:FvfNaguilanLaUnion0260_16.JPG
Vigan,Food 8 Photo File,,images/food/kapeng-barako-style-brewed-coffee.webp
Vigan,Food 8 Photo Credit,,https://www.flickr.com/photos/12191709@N00/92782922
Vilnius,Food 1 Photo File,,images/food/cepelinai.webp
Vilnius,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cepelinai_2%2C_Vilnius%2C_Lithuania_-_Diliff.jpg
Vilnius,Food 2 Photo File,,images/food/saltibarsciai.webp
Vilnius,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Lurid_borscht.jpg
Vilnius,Food 3 Photo File,,images/food/kibinai.webp
Vilnius,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:02017_0065_Litauische_Kibinai_in_Schlesien.jpg
Vilnius,Food 4 Photo File,,images/food/kepta-duona.webp
Vilnius,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Azerbaijan_Light_snack.jpg
Vilnius,Food 5 Photo File,,images/food/bulviniai-blynai-and-vedarai.webp
Vilnius,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cepelinai_Kaunas_2023.jpg
Vilnius,Food 6 Photo File,,images/food/sakotis.webp
Vilnius,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:%C5%A0akotis_3799.jpg
Vilnius,Food 7 Photo File,,images/food/gira.webp
Vilnius,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mint_bread_kvas.jpg
Vilnius,Food 8 Photo File,,images/food/lithuanian-farmhouse-beer-and-midus.webp
Vilnius,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cepelinai_Kaunas_2023.jpg
Visby,Food 1 Photo File,,images/food/saffranspannkaka.webp
Visby,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Saffron_pancake_with_dewberry.jpg
Visby,Food 2 Photo File,,images/food/gotland-lamb.webp
Visby,Food 2 Photo Credit,,https://www.flickr.com/photos/49651178@N00/2269798293
Visby,Food 3 Photo File,,images/food/gotland-truffle.webp
Visby,Food 3 Photo Credit,,https://www.flickr.com/photos/28842017@N00/14796645785
Visby,Food 4 Photo File,,images/food/smoked-baltic-fish.webp
Visby,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Herring_shack.jpg
Visby,Food 5 Photo File,,images/food/tunnbrod-with-lamb-and-island-cheese.webp
Visby,Food 5 Photo Credit,,https://www.flickr.com/photos/8812989@N04/8279226103
Visby,Food 6 Photo File,,images/food/gotland-asparagus-and-farm-vegetables.webp
Visby,Food 6 Photo Credit,,https://www.flickr.com/photos/44094498@N03/6632181545
Visby,Food 7 Photo File,,images/food/gotland-craft-beer.webp
Visby,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gotlandsdricka.jpg
Visby,Food 8 Photo File,,images/food/gotlandsdricke-and-island-berry-drinks.webp
Visby,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gotlandsdricka.jpg
Viña del Mar,Hood 1 High-end Hotel,Hotel del Mar,Enjoy Viña del Mar
Viña del Mar,Hood 1 Mid-range Hotel,Hotel San Martín,Pullman Vina del Mar San Martin
Viña del Mar,Hood 1 Budget Hotel,Offenbacher-Hof Hotel,Hotel Chalet Suizo
Viña del Mar,Hood 2 High-end Hotel,Sheraton Miramar Hotel & Convention Center,Hotel Bosque de Reñaca
Viña del Mar,Hood 2 Mid-range Hotel,Diego de Almagro Viña del Mar,Reñaca House Hotel
Viña del Mar,Hood 2 Budget Hotel,Offenbacher-Hof Hotel,Mr. Mar Suites
Viña del Mar,Hood 3 High-end Hotel,Hotel Cap Ducal,Sheraton Miramar Hotel & Convention Center
Viña del Mar,Hood 3 Mid-range Hotel,Hotel Monterilla,Hotel Restaurant CapDucal
Viña del Mar,Hood 3 Budget Hotel,Offenbacher-Hof Hotel,Eco Hostal Offenbacher-Hof
Viña del Mar,Hood 4 Name,Quinta Vergara,Las Salinas
Viña del Mar,Hood 4 Vibe,sights,quiet
Viña del Mar,Hood 4 Description,"The park and open-air amphitheater that hosts the famous Viña del Mar International Song Festival every February, alongside the Palacio Vergara and botanical gardens; suits culture-focused visitors.","A quieter southern beach and residential area near the naval base and Museo Fonck, less crowded than Reñaca; suits travelers wanting a relaxed, local beach experience."
Viña del Mar,Hood 4 Landmark,Quinta Vergara Amphitheater,Playa Las Salinas
Viña del Mar,Hood 4 Photo File,,images/hoods/vina-del-mar--las-salinas.webp
Viña del Mar,Hood 4 Photo Credit,,"https://commons.wikimedia.org/wiki/File:Vi%C3%B1a_del_Mar,_Valparaiso_Region,_Chile_-_panoramio_(10).jpg"
Viña del Mar,Hood 4 Map Link,https://www.google.com/maps/search/?api=1&query=Quinta%20Vergara%2C%20Vi%C3%B1a%20del%20Mar,https://www.google.com/maps/search/?api=1&query=Las%20Salinas%2C%20Vi%C3%B1a%20del%20Mar
Viña del Mar,Hood 4 High-end Hotel,Hotel del Mar,Hotel Oceanic
Viña del Mar,Hood 4 Mid-range Hotel,Hotel San Martín,
Viña del Mar,Hood 4 Budget Hotel,Offenbacher-Hof Hotel,
Viña del Mar,Hood 5 Name,Las Salinas,
Viña del Mar,Hood 5 Vibe,quiet,
Viña del Mar,Hood 5 Description,"A quieter southern beach and residential area near the naval base and Museo Fonck, less crowded than Reñaca; suits travelers wanting a relaxed, local beach experience.",
Viña del Mar,Hood 5 Landmark,Playa Las Salinas,
Viña del Mar,Hood 5 Photo File,images/hoods/vina-del-mar--las-salinas.webp,
Viña del Mar,Hood 5 Photo Credit,"https://commons.wikimedia.org/wiki/File:Vi%C3%B1a_del_Mar,_Valparaiso_Region,_Chile_-_panoramio_(10).jpg",
Viña del Mar,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Las%20Salinas%2C%20Vi%C3%B1a%20del%20Mar,
Viña del Mar,Hood 5 High-end Hotel,Sheraton Miramar Hotel & Convention Center,
Viña del Mar,Hood 5 Mid-range Hotel,Hotel Monterilla,
Viña del Mar,Hood 5 Budget Hotel,Offenbacher-Hof Hotel,
Viña del Mar,Food 1 Photo File,,images/food/chorrillana.webp
Viña del Mar,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chorrillana.jpg
Viña del Mar,Food 2 Photo File,,images/food/empanada-de-mariscos.webp
Viña del Mar,Food 2 Photo Credit,,https://www.flickr.com/photos/10559879@N00/3062722693
Viña del Mar,Food 3 Photo File,,images/food/completo-italiano.webp
Viña del Mar,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Completo_italiano.jpg
Viña del Mar,Food 4 Photo File,,images/food/pastel-de-jaiba.webp
Viña del Mar,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Croquetas_Caseras_%287068664101%29.jpg
Viña del Mar,Food 5 Photo File,,images/food/machas-a-la-parmesana.webp
Viña del Mar,Food 5 Photo Credit,,https://www.flickr.com/photos/10559879@N00/2461258704
Viña del Mar,Food 6 Photo File,,images/food/paila-marina-and-caldillo-de-congrio.webp
Viña del Mar,Food 6 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=43453430
Viña del Mar,Food 7 Photo File,,images/food/pisco-sour.webp
Viña del Mar,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pisco_sour_20100613b.JPG
Viña del Mar,Food 8 Photo File,,images/food/terremoto.webp
Viña del Mar,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Terremotopiojera.jpg
Vladimir,Hood 1 High-end Hotel,Voznesenskaya Sloboda Hotel,U Zolotykh Vorot Hotel
Vladimir,Hood 1 Mid-range Hotel,Hotel Vladimir,Levitan Hotel
Vladimir,Hood 1 Budget Hotel,U Zolotykh Vorot Hotel,Kinolenta Hotel
Vladimir,Hood 2 Name,Georgievskaya Street (Old Town),Klyazma Riverside
Vladimir,Hood 2 Vibe,central,quiet
Vladimir,Hood 2 Description,"A pedestrianized cobblestone street lined with the 12th-century Golden Gate, souvenir shops, and cozy cafes; suits travelers who want an easy, atmospheric stroll through old Vladimir.",A leafy stretch along the Klyazma River with an observation deck and water tower museum offering panoramic views; ideal for a relaxed walk after sightseeing.
Vladimir,Hood 2 Landmark,"Golden Gate, Vladimir",Vladimir Water Tower Observation Deck
Vladimir,Hood 2 Photo File,,images/hoods/vladimir--klyazma-riverside.webp
Vladimir,Hood 2 Photo Credit,,"https://commons.wikimedia.org/wiki/File:%D0%A0%D0%B5%D0%BA%D0%B0_%D0%9A%D0%BB%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0,_%D0%9A%D0%BE%D0%B2%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0_2016_%D0%B3%D0%BE%D0%B4%D0%B0.jpg"
Vladimir,Hood 2 Map Link,https://www.google.com/maps/search/?api=1&query=Georgievskaya%20Street%20%28Old%20Town%29%2C%20Vladimir,https://www.google.com/maps/search/?api=1&query=Klyazma%20Riverside%2C%20Vladimir
Vladimir,Hood 2 High-end Hotel,Voznesenskaya Sloboda Hotel,Voznesenskaya Sloboda Park-Hotel
Vladimir,Hood 2 Mid-range Hotel,Hotel Vladimir,Na Novo-Goncharnoy Guest House
Vladimir,Hood 2 Budget Hotel,U Zolotykh Vorot Hotel,Monomakh Hotel
Vladimir,Hood 3 Name,Trading Rows (Bolshaya Moskovskaya),Studyonaya Gora
Vladimir,Hood 3 Vibe,shopping,quiet
Vladimir,Hood 3 Description,"The 19th-century covered market arcade of Bolshaya Moskovskaya Street, now filled with shops, bakeries, and street food stalls; good for browsing and casual dining.","The quarter on the hill just west of the Golden Gate, strung along ulitsa Studyonaya Gora where the Moscow road leaves the old town, with the red-brick 1893 Church of the Archangel Michael at its top. A 15-20 minute walk from Cathedral Square and where most of Vladimir's cheaper hotels and guest houses sit."
Vladimir,Hood 3 Landmark,"Trading Rows (Torgovye Ryady), Vladimir","Church of the Archangel Michael, ulitsa Studyonaya Gora, Vladimir"
Vladimir,Hood 3 Photo File,,images/hoods/vladimir--studyonaya-gora.webp
Vladimir,Hood 3 Photo Credit,,"https://commons.wikimedia.org/wiki/File:%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%D0%B0_%D0%90%D1%80%D1%85%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D0%B0,%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80.JPG"
Vladimir,Hood 3 Map Link,https://www.google.com/maps/search/?api=1&query=Trading%20Rows%20%28Bolshaya%20Moskovskaya%29%2C%20Vladimir,https://www.google.com/maps/search/?api=1&query=Studyonaya%20Gora%2C%20Vladimir
Vladimir,Hood 3 High-end Hotel,Voznesenskaya Sloboda Hotel,Zarya Hotel
Vladimir,Hood 3 Mid-range Hotel,Hotel Vladimir,Snow White Guest House
Vladimir,Hood 3 Budget Hotel,U Zolotykh Vorot Hotel,Guest House Sloboda u Studenoy Gory
Vladimir,Hood 4 Name,Klyazma Riverside,
Vladimir,Hood 4 Vibe,quiet,
Vladimir,Hood 4 Description,A leafy stretch along the Klyazma River with an observation deck and water tower museum offering panoramic views; ideal for a relaxed walk after sightseeing.,
Vladimir,Hood 4 Landmark,Vladimir Water Tower Observation Deck,
Vladimir,Hood 4 Photo File,images/hoods/vladimir--klyazma-riverside.webp,
Vladimir,Hood 4 Photo Credit,"https://commons.wikimedia.org/wiki/File:%D0%A0%D0%B5%D0%BA%D0%B0_%D0%9A%D0%BB%D1%8F%D0%B7%D1%8C%D0%BC%D0%B0,_%D0%9A%D0%BE%D0%B2%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0_2016_%D0%B3%D0%BE%D0%B4%D0%B0.jpg",
Vladimir,Hood 4 Map Link,https://www.google.com/maps/search/?api=1&query=Klyazma%20Riverside%2C%20Vladimir,
Vladimir,Hood 4 High-end Hotel,Voznesenskaya Sloboda Hotel,
Vladimir,Hood 4 Mid-range Hotel,Hotel Vladimir,
Vladimir,Hood 4 Budget Hotel,U Zolotykh Vorot Hotel,
Vladimir,Hood 5 Name,Yuryevets,
Vladimir,Hood 5 Description,A residential Soviet-era microdistrict away from the tourist center; suits budget travelers and longer stays wanting authentic local life at lower prices.,
Vladimir,Hood 5 Landmark,"Yuryevets microdistrict, Vladimir",
Vladimir,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Yuryevets%2C%20Vladimir,
Vladimir,Hood 5 High-end Hotel,Voznesenskaya Sloboda Hotel,
Vladimir,Hood 5 Mid-range Hotel,Hotel Vladimir,
Vladimir,Hood 5 Budget Hotel,U Zolotykh Vorot Hotel,
Vladimir,Use Extra Caution,"Nothing specific — usual city awareness, though poorly lit streets away from the historic core warrant care late at night.",Nothing specific — usual city awareness
Vladimir,Travel Advisory,Travel to this destination is restricted or highly advised against,Level 4: Do Not Travel
Vladimir,Food 1 Photo File,,images/food/vladimir-cherry-pastries.webp
Vladimir,Food 1 Photo Credit,,https://www.flickr.com/photos/99749220@N00/2811905212
Vladimir,Food 3 Photo File,,images/food/zharkoye-v-gorshochke.webp
Vladimir,Food 3 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=193921170
Vladimir,Food 4 Photo File,,images/food/pelmeni.webp
Vladimir,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pelmeni_Russian.jpg
Vladimir,Food 5 Photo File,,images/food/shchi-from-the-oven.webp
Vladimir,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Borscht_served.jpg
Vladimir,Food 6 Photo File,,images/food/monastery-lenten-fare.webp
Vladimir,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:BrezelnSalz02_%28cropped%29.JPG
Vladimir,Food 7 Photo File,,images/food/medovukha.webp
Vladimir,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:%D0%A7%D0%B0%D1%80%D0%BA%D0%B0_%D0%BC%D1%91%D0%B4%D1%83.jpg
Vladimir,Food 8 Photo File,,images/food/sbiten.webp
Vladimir,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:%D0%A1%D0%B1%D0%B8%D1%82%D0%B5%D0%BD%D1%8C_%28%D0%B7%D0%B1%D0%B8%D1%82%D0%B5%D0%BD%D1%8C%29_%D1%80%D0%B6%D0%B0%D0%BD%D0%BE%D0%B9.JPG
Vladivostok,Travel Advisory,Travel to this destination is restricted or highly advised against,Level 4: Do Not Travel
Vladivostok,Food 2 Photo File,,images/food/far-east-scallops.webp
Vladivostok,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Lula_kebab_2.jpg
Vladivostok,Food 3 Photo File,,images/food/pyanse.webp
Vladivostok,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Begodya_with_soy_sauce_at_Cafe_%22At_Your_Mother-In-Law%2C%22_Brighton_Beach%2C_Brooklyn.jpg
Vladivostok,Food 4 Photo File,,images/food/kuksi.webp
Vladivostok,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Kuksi.jpg
Vladivostok,Food 5 Photo File,,images/food/trepang-with-honey.webp
Vladivostok,Food 5 Photo Credit,,https://www.flickr.com/photos/50802465@N04/8468388514
Vladivostok,Food 6 Photo File,,images/food/spot-prawns-and-sea-urchin.webp
Vladivostok,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Caviar_spoons.jpg
Vladivostok,Food 7 Photo File,,images/food/taiga-herbal-tea.webp
Vladivostok,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Okunoyama_tea_plantation_01.jpg
Vladivostok,Food 8 Photo File,,images/food/primorye-craft-beer.webp
Vladivostok,Food 8 Photo Credit,,https://www.flickr.com/photos/37039541@N08/4703219191
Warsaw,Hood 1 High-end Hotel,Hotel Bristol a Luxury Collection Hotel Warsaw,"Hotel Bristol, a Luxury Collection Hotel, Warsaw"
Warsaw,Hood 1 Budget Hotel,Oki Doki Old Town Hostel,Safestay Warsaw Old Town
Warsaw,Hood 2 Budget Hotel,Chillout Hostel Warsaw,Hotel Gromada Warszawa Centrum
Warsaw,Hood 3 High-end Hotel,Nobu Hotel Warsaw,Moxy Warsaw Praga
Warsaw,Hood 3 Mid-range Hotel,Hotel Praski,Hotel Sante
Warsaw,Hood 3 Budget Hotel,Oki Doki City Hostel,ARTHOTEL Stalowa 52
Warsaw,Hood 4 High-end Hotel,Regent Warsaw Hotel,Hampton by Hilton Warsaw Mokotow
Warsaw,Hood 4 Mid-range Hotel,Hampton by Hilton Warsaw Mokotow,Vienna House by Wyndham Mokotow Warsaw
Warsaw,Hood 4 Budget Hotel,Ibis budget Warszawa Centrum,Hotel Reytan
Warsaw,Hood 5 High-end Hotel,Regent Warsaw Hotel,Platinum Hotel & Residence Wilanow
Warsaw,Hood 5 Mid-range Hotel,Vienna House Easy Mokotow Warsaw,Hotel Na Uboczu
Warsaw,Hood 5 Budget Hotel,B and B Hotel Warszawa Okecie,
Warsaw,Areas to Avoid,"No true no-go zones, though some run-down blocks of Praga-Północ east of the river feel edgy late at night.",None noted — standard travel precautions apply
Warsaw,Food 1 Photo File,,images/food/pyzy.webp
Warsaw,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pyzy2.jpg
Warsaw,Food 2 Photo File,,images/food/zurek.webp
Warsaw,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Food_of_Poland_-_%C5%BCurek_soup_served_in_bread.jpg
Warsaw,Food 3 Photo File,,images/food/paczki.webp
Warsaw,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Polskie_p%C4%85czki.jpg
